,Address,Location,Date of sale,Boarea (m²),Total Area (m²),Rooms,Plot Area (m²),Closing price (kr)
1244,Dannemarksgatan 39,"Ytterby,          Kungälvs kommun",3 maj 2018,159.0,191.0,6.0,730 ,4000000.0
1245,Byvägen 22,"Ödsmålsmosse,          Kungälvs kommun",2 maj 2018,43.0,67.0,3.0,1 930 ,2500000.0
1246,Rådmansgatan 4,"Centrum,          Kungälvs kommun",30 april 2018,220.0,,6.0,678 ,6175000.0
1247,Bäck 250,"Romelanda,          Kungälvs kommun",19 april 2018,49.0,,2.0,7 867 ,1400000.0
1248,Rubinvägen 29,"KODE,          Kungälvs kommun",19 april 2018,195.0,,,746 ,4200000.0
1249,Bokvägen 5,"Kungälv centralt,          Kungälvs kommun",6 april 2018,89.0,178.0,5.0,635 ,4450000.0
1250,Gategården 182,"Hålta,          Kungälvs kommun",5 april 2018,240.0,290.0,8.0,1 484 ,4020000.0
1251,Valtersäng 11,"Kungälv Centralt,          Kungälvs kommun",1 april 2018,162.0,,,808 ,5495000.0
1252,Harkeröd,"Hålta,          Kungälvs kommun",30 mars 2018,98.0,,3.0,818 ,795000.0
1253,Ulvesund 420,"Ytterby - Ulvesund,          Kungälvs kommun",29 mars 2018,47.0,,2.0,1 043 ,1650000.0
1254,Hallebäcksvägen 2,"Timmervik,          Kungälvs kommun",29 mars 2018,73.0,80.0,3.0,1 029 ,2550000.0
1255,Snäckvägen 11,"Ödsmåls mosse/Rörtången,          Kungälvs kommun",27 mars 2018,45.0,70.0,2.0,1 593 ,2000000.0
1256,Bergkristallvägen 1,"Kode,          Kungälvs kommun",24 mars 2018,132.0,,5.0,501 ,4300000.0
1257,Hög 110,"Diseröd,          Kungälvs kommun",23 mars 2018,241.0,,9.0,2 835 ,4250000.0
1258,Rishammarvägen 32,"Kareby,          Kungälvs kommun",20 mars 2018,122.0,183.0,5.0,794 ,4750000.0
1259,Svärdgatan 8,"Ytterby,          Kungälvs kommun",16 mars 2018,137.0,145.0,5.0,428 ,5250000.0
1260,Rörmossevägen 140,"Rörmossen,          Kungälvs kommun",11 mars 2018,174.0,,6.0,1 407 ,4810000.0
1261,Dotorp 400,"Kärna,          Kungälvs kommun",10 mars 2018,114.0,168.0,5.0,5 650 ,4200000.0
1262,Skomakarevägen 17,"Hålta,          Kungälvs kommun",9 mars 2018,178.0,202.0,6.0,2 018 ,3730000.0
1263,Havregången 1,"Komarken,          Kungälvs kommun",9 mars 2018,147.0,,6.0,504 ,3900000.0
1264,Åldermansvägen 4,"Ytterby,          Kungälvs kommun",7 mars 2018,130.0,255.0,7.0,695 ,4700000.0
1265,Jorsalagatan 1,"Iskällan,          Kungälvs kommun",27 februari 2018,119.0,216.0,7.0,891 ,4300000.0
1266,Prästvägen 830,"Diseröd,          Kungälvs kommun",26 februari 2018,259.0,307.0,10.0,3 049 ,6250000.0
1267,Länsmansvägen 24,"Ytterby,          Kungälvs kommun",23 februari 2018,126.0,211.0,4.0,915 ,4600000.0
1268,Rättarevägen 11,"Ytterby,          Kungälvs kommun",21 februari 2018,105.0,227.0,6.0,477 ,4780000.0
1269,Västerhöjdsvägen 44,"Bohuslän,          Kungälvs kommun",21 februari 2018,104.0,119.0,6.0,285 ,4250000.0
1270,Hemvägen 15,"Diseröd,          Kungälvs kommun",20 februari 2018,138.0,,5.0,,3450000.0
1271,Grindvakten 31,"Grinden,          Kungälvs kommun",14 februari 2018,121.0,,5.0,448 ,3700000.0
1272,Skardet 126,"Kode,          Kungälvs kommun",9 februari 2018,212.0,,7.0,2 456 ,6500000.0
1273,Arntorp 190,"Kareby,          Kungälvs kommun",8 februari 2018,85.0,177.0,4.0,1 048 ,2735000.0
1274,Solskiftegatan 38,"Ytterby,          Kungälvs kommun",3 februari 2018,110.0,160.0,5.0,797 ,4560000.0
1275,Torsbyvägen 22,"Ytterby,          Kungälvs kommun",3 februari 2018,170.0,223.0,7.0,1 650 ,4800000.0
1276,Flintstensgatan 1,"Ytterby - Stället,          Kungälvs kommun",1 februari 2018,122.0,,5.0,304 ,4400000.0
1277,Duvesjön 304,"Duvesjön,          Kungälvs kommun",30 januari 2018,124.0,,4.0,1 180 ,3650000.0
1278,Hemvägen 9,"Diseröd,          Kungälvs kommun",30 januari 2018,137.0,,5.0,438 ,3500000.0
1279,Poppelvägen 1,"Diseröd,          Kungälvs kommun",26 januari 2018,138.0,,6.0,788 ,4500000.0
1280,Fasanstigen 5,"Skälebräcke,          Kungälvs kommun",26 januari 2018,126.0,,5.0,362 ,3495000.0
1281,Rostock 338,"Bohuslän,          Kungälvs kommun",22 januari 2018,161.0,,6.0,1 083 ,5000000.0
1282,Prejelvägen 128,"Ullstorp,          Kungälvs kommun",19 januari 2018,122.0,,5.0,293 ,4650000.0
1283,Kolonigatan 6,"Marstrand,          Kungälvs kommun",14 januari 2018,135.0,210.0,5.0,863 ,8300000.0
1284,Signehög 210,"Romelanda,          Kungälvs kommun",12 januari 2018,142.0,170.0,6.0,945 ,3350000.0
1285,Munkegärdegatan 339,"Munkegärde,          Kungälvs kommun",12 januari 2018,117.0,,5.0,659 ,4750000.0
1286,Nordängen 2,"Sundhammar,          Kungälvs kommun",3 januari 2018,165.0,172.0,6.0,1 936 ,6500000.0
1287,Kristiansborg 350,"Tjuvkil,          Kungälvs kommun",2 januari 2018,121.0,186.0,5.0,1 099 ,5500000.0
1288,Duvesjön 180,"Duvesjön,          Kungälvs kommun",22 december 2017,47.0,,2.0,1 650 ,1725000.0
1289,Råckeröd 150,"Kärna,          Kungälvs kommun",21 december 2017,60.0,,3.0,2 095 ,2195000.0
1290,Ulvesund 530,"Ytterby - Ulvesund,          Kungälvs kommun",20 december 2017,75.0,95.0,4.0,3 233 ,3045000.0
1291,Prejelvägen 117,"Ullstorp,          Kungälvs kommun",13 december 2017,122.0,130.0,5.0,596 ,4740000.0
1292,Krappvägen 571,"KUNGÄLV,          Kungälvs kommun",13 december 2017,148.0,158.0,5.0,382 ,6000000.0
1293,Oskarsberg 120,"Kungälv Kareby,          Kungälvs kommun",10 december 2017,208.0,,5.0,1 363 ,4200000.0
1294,Vandilgatan 4,"Ytterby - Stället,          Kungälvs kommun",7 december 2017,197.0,,6.0,885 ,5750000.0
1295,Fasanstigen 10,"Skälebräcke,          Kungälvs kommun",6 december 2017,128.0,,4.0,338 ,4000000.0
1296,Lefstad 230,"Kärna,          Kungälvs kommun",2 december 2017,93.0,186.0,7.0,1 603 ,3580000.0
1297,Prejelvägen 137,"Bohuslän,          Kungälvs kommun",29 november 2017,122.0,132.0,5.0,423 ,4850000.0
1298,Plogvägen 191,"Ullstorp,          Kungälvs kommun",27 november 2017,122.0,148.0,5.0,402 ,4800000.0
1299,Västra gatan 40,"Centralt,          Kungälvs kommun",24 november 2017,133.0,183.0,6.0,1 096 ,6350000.0
1300,Sjöhåla 580,"Kovikshamn,          Kungälvs kommun",23 november 2017,94.0,181.0,5.0,1 068 ,3100000.0
1301,Galeasgatan 15,"Kungälv,          Kungälvs kommun",18 november 2017,103.0,167.0,5.0,610 ,3850000.0
1302,Västerhöjdsvägen 36,"Kärna,          Kungälvs kommun",17 november 2017,107.0,,5.0,258 ,4000000.0
1303,Gråstensvägen 19,"Kode Halltorp,          Kungälvs kommun",16 november 2017,94.0,,5.0,1 197 ,3200000.0
1304,Hägnan 135,"KAREBY,          Kungälvs kommun",16 november 2017,235.0,,6.0,104 335 ,8800000.0
1305,Rishammarvägen 17,"Kareby,          Kungälvs kommun",15 november 2017,120.0,200.0,6.0,1 142 ,4375000.0
1306,Nygatan 14,"Marstrand - Koön,          Kungälvs kommun",10 november 2017,167.0,247.0,6.0,677 ,10800000.0
1307,Granndalen 7,"Lycke,          Kungälvs kommun",5 november 2017,50.0,,2.0,1 465 ,1875000.0
1308,Skårby 670,"Kareby,          Kungälvs kommun",1 november 2017,143.0,,6.0,4 813 ,3000000.0
1309,Kodevägen 3,"KODE,          Kungälvs kommun",1 november 2017,150.0,200.0,7.0,2 025 ,4300000.0
1310,Matskärsvägen 12A,"Lycke,          Kungälvs kommun",31 oktober 2017,145.0,,6.0,249 ,4500000.0
1311,Årsnäs 290,"Årsnäs,          Kungälvs kommun",31 oktober 2017,167.0,,5.0,2 558 ,4950000.0
1312,Staby 350,"Kärna,          Kungälvs kommun",27 oktober 2017,110.0,190.0,4.0,911 ,2425000.0
1313,Vråstigen 6,"Överön / Vråkärr,          Kungälvs kommun",27 oktober 2017,100.0,,3.0,1 453 ,2475000.0
1314,Bergkristallvägen 23,"Kode,          Kungälvs kommun",26 oktober 2017,130.0,,5.0,504 ,4780000.0
1315,Östra Gatan 9,"Centrum,          Kungälvs kommun",23 oktober 2017,325.0,407.0,10.0,359 ,7900000.0
1316,Kållen 160,"Norrmannebo,          Kungälvs kommun",21 oktober 2017,88.0,,4.0,1 819 ,1650000.0
1317,Fredkullagatan 8,"Komarken,          Kungälvs kommun",20 oktober 2017,175.0,275.0,6.0,741 ,7160000.0
1318,Jakobsvägen 7,"Kode,          Kungälvs kommun",20 oktober 2017,188.0,,3.0,1 324 ,5475000.0
1319,Mjölnarvägen 13,"Diseröd,          Kungälvs kommun",16 oktober 2017,158.0,217.0,7.0,899 ,3965000.0
1320,Klövergången 15,"Centrum,          Kungälvs kommun",13 oktober 2017,125.0,,4.0,401 ,4150000.0
1321,Kulperödsvägen 5A,"Gullbringa,          Kungälvs kommun",13 oktober 2017,100.0,120.0,5.0,450 ,2495000.0
1322,Stora Ryr 130,"Lycke,          Kungälvs kommun",13 oktober 2017,80.0,100.0,5.0,2 270 ,1600000.0
1323,Röd 140,"Kareby,          Kungälvs kommun",12 oktober 2017,122.0,133.0,4.0,2 052 ,3400000.0
1324,Smaragdvägen 48,"Kode,          Kungälvs kommun",12 oktober 2017,133.0,,5.0,368 ,3700000.0
1325,Ulvesund 405,"Ytterby - Ulvesund,          Kungälvs kommun",10 oktober 2017,72.0,,3.0,681 ,2670000.0
1326,Åsebyberg 853,"Åseby,          Kungälvs kommun",9 oktober 2017,137.0,,5.0,1 462 ,4150000.0
1327,Toftebergsvägen 2,"Tjuvkil,          Kungälvs kommun",6 oktober 2017,84.0,,5.0,1 085 ,3700000.0
1328,Kärnavägen 4,"Kärna,          Kungälvs kommun",5 oktober 2017,110.0,200.0,7.0,860 ,4100000.0
1329,Enekullsvägen 28,"Enekullen,          Kungälvs kommun",5 oktober 2017,125.0,143.0,4.0,789 ,4100000.0
1330,Skårshöjd 8,"Kärna,          Kungälvs kommun",3 oktober 2017,120.0,160.0,5.0,900 ,2700000.0
1331,Lundby 280,"Kareby 1,          Kungälvs kommun",2 oktober 2017,85.0,,4.0,2 056 ,3250000.0
1332,Rosenstensvägen 3,"Kode,          Kungälvs kommun",29 september 2017,143.0,,6.0,458 ,4000000.0
1333,Bräcke 330,"Kärna,          Kungälvs kommun",25 september 2017,86.0,,4.0,1 188 ,2800000.0
1334,Ulvesund 419,"Kungälv - Ulvesund,          Kungälvs kommun",22 september 2017,65.0,,2.0,688 ,2710000.0
1335,Bergåsvägen 23,"Ytterby,          Kungälvs kommun",21 september 2017,131.0,168.0,5.0,1 267 ,4575000.0
1336,Vävra 710,"Hålta,          Kungälvs kommun",20 september 2017,100.0,200.0,5.0,4 794 ,3650000.0
1337,Trätäljagatan 2,"Iskällan,          Kungälvs kommun",20 september 2017,147.0,294.0,9.0,937 ,5875000.0
1338,Håkons gata 6,"Iskällan,          Kungälvs kommun",14 september 2017,117.0,,4.0,960 ,4950000.0
1339,Torp 340,"Kareby,          Kungälvs kommun",10 september 2017,127.0,227.0,6.0,21 023 ,4325000.0
1340,Västra Åkerhögsvägen 17,"Kärna,          Kungälvs kommun",8 september 2017,155.0,175.0,6.0,1 824 ,4575000.0
1341,Rävo 170,"Hålta,          Kungälvs kommun",7 september 2017,165.0,225.0,5.0,4 627 ,7150000.0
1342,Törnrosgatan 5,"Ytterby Tornhaga,          Kungälvs kommun",7 september 2017,195.0,,6.0,1 075 ,4555000.0
1343,Snäckliden 13,"Sundhammar,          Kungälvs kommun",5 september 2017,48.0,81.0,4.0,1 590 ,2800000.0
1344,Bergåsvägen 16e,"Kungälv - Ytterby,          Kungälvs kommun",1 september 2017,100.0,,4.0,602 ,4820000.0
1345,Sjöhåla 170,"KÄRNA,          Kungälvs kommun",31 augusti 2017,124.0,196.0,5.0,2 035 ,3550000.0
1346,Duvesjön 308,"Romelanda,          Kungälvs kommun",30 augusti 2017,121.0,,4.0,916 ,3295000.0
1347,Hermelingatan 11,"Olseröd,          Kungälvs kommun",29 augusti 2017,126.0,,5.0,548 ,5300000.0
1348,Flädervägen 14,"Bohuslän,          Kungälvs kommun",28 augusti 2017,105.0,,5.0,476 ,3450000.0
1349,Solberga 900,"Kode,          Kungälvs kommun",24 augusti 2017,123.0,,4.0,1 107 ,2500000.0
1350,Åseby Österväg 9,"Åsebyberg,          Kungälvs kommun",24 augusti 2017,200.0,,6.0,1 288 ,4650000.0
1351,Sköldgatan 9,"YTTERBY,          Kungälvs kommun",24 augusti 2017,136.0,164.0,4.0,490 ,5250000.0
1352,Klåverön 580,"Marstrand,          Kungälvs kommun",23 augusti 2017,90.0,120.0,5.0,21 929 ,21000000.0
1353,Honeröd 280,"Bohuslän,          Kungälvs kommun",23 augusti 2017,120.0,,4.0,10 004 ,3750000.0
1354,Stora Risby 530,"Hålta,          Kungälvs kommun",23 augusti 2017,62.0,115.0,4.0,925 ,2900000.0
1355,Akvamarinvägen 7,"Kode,          Kungälvs kommun",23 augusti 2017,112.0,,5.0,779 ,3130000.0
1356,Heavägen 21,"Lycke,          Kungälvs kommun",22 augusti 2017,140.0,180.0,5.0,2 355 ,3775000.0
1357,Skårby mosse 860,"Kareby,          Kungälvs kommun",21 augusti 2017,164.0,,6.0,2 621 ,3525000.0
1358,Husfrejagatan 7,"Iskällan,          Kungälvs kommun",18 augusti 2017,124.0,275.0,8.0,984 ,7150000.0
1359,Ljungvägen 20,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",16 augusti 2017,34.0,,2.0,650 ,925000.0
1360,Staby (770),"Kärna,          Kungälvs kommun",15 augusti 2017,117.0,,5.0,1 000 ,3990000.0
1361,Bergsgatan 7,"Marstrand,          Kungälvs kommun",9 augusti 2017,265.0,332.0,7.0,729 ,10500000.0
1362,Smugglaregatan 14,"Marstrandsön,          Kungälvs kommun",8 augusti 2017,133.0,224.0,6.0,744 ,16000000.0
1363,Hallbjörtorp 370,"Kungälv - Kärna,          Kungälvs kommun",4 augusti 2017,30.0,60.0,2.0,1 535 ,2425000.0
1364,Tullaregatan 5,"Marstrandsön,          Kungälvs kommun",2 augusti 2017,190.0,,6.0,371 ,13200000.0
1365,Stadsängsvägen 4,"Marstrand-Instön,          Kungälvs kommun",29 juli 2017,72.0,,3.0,1 489 ,4150000.0
1366,Länsmansvägen 8,"Ytterby,          Kungälvs kommun",25 juli 2017,124.0,248.0,4.0,1 369 ,6250000.0
1367,Fontinvägen 20,"Kungälv - Centrum,          Kungälvs kommun",18 juli 2017,220.0,270.0,5.0,1 034 ,6100000.0
1368,Enekullsvägen 54B,"Ytterby - Enekullen,          Kungälvs kommun",17 juli 2017,176.0,,6.0,930 ,4600000.0
1369,Olsåker 110,"Kareby,          Kungälvs kommun",17 juli 2017,139.0,199.0,8.0,16 226 ,5200000.0
1370,Prejelvägen 102,"Ullstorp,          Kungälvs kommun",12 juli 2017,122.0,128.0,5.0,304 ,4800000.0
1371,Ulvesund 427,"KUNGÄLV - Ulvesund,          Kungälvs kommun",11 juli 2017,100.0,110.0,5.0,939 ,3850000.0
1372,Sävstigen 2,"Centralt,          Kungälvs kommun",11 juli 2017,121.0,122.0,5.0,534 ,3800000.0
1373,Solberg 455,"Romelanda,          Kungälvs kommun",8 juli 2017,,,,,2000000.0
1374,Solberg 460,"Romelanda,          Kungälvs kommun",8 juli 2017,,,5.0,,3000000.0
1375,Nedre Knaverstad 280,"Aröd,          Kungälvs kommun",7 juli 2017,99.0,114.0,4.0,2 105 ,3300000.0
1376,Oxelvägen 84,"Diseröd,          Kungälvs kommun",5 juli 2017,139.0,,5.0,433 ,4200000.0
1377,Hammarberg 840,"Kode,          Kungälvs kommun",28 juni 2017,67.0,,3.0,1 893 ,1950000.0
1378,Röd 140,"Kareby,          Kungälvs kommun",22 juni 2017,150.0,,4.0,2 052 ,3730000.0
1379,Djupuddsvägen 6,"Marstrand-Instön,          Kungälvs kommun",21 juni 2017,120.0,208.0,5.0,2 346 ,4800000.0
1380,Jakobsvägen 25,"Aröd,          Kungälvs kommun",16 juni 2017,75.0,100.0,4.0,1 454 ,4150000.0
1381,Ripstigen 5,"Centrum,          Kungälvs kommun",15 juni 2017,128.0,,4.0,362 ,3850000.0
1382,Klåverön 290,"Marstrand,          Kungälvs kommun",15 juni 2017,70.0,,3.0,986 ,5700000.0
1383,Häradsvägen 18,"Ytterby,          Kungälvs kommun",14 juni 2017,128.0,138.0,5.0,342 ,4500000.0
1384,Ulvedalsgatan 10,"Ulvegärde,          Kungälvs kommun",14 juni 2017,157.0,,5.0,1 031 ,4630000.0
1385,Hällristningsgatan 15,"YTTERBY,          Kungälvs kommun",14 juni 2017,107.0,112.0,5.0,430 ,5185000.0
1386,Grindbacken 20,"Grinden,          Kungälvs kommun",9 juni 2017,148.0,192.0,7.0,903 ,6075000.0
1387,Åsebyberg 925,"Kungälvs kommun,          Kungälvs kommun",8 juni 2017,177.0,234.0,6.0,2 837 ,4750000.0
1388,Mossvägen 41,"Lökeberg,          Kungälvs kommun",8 juni 2017,46.0,,2.0,1 413 ,2160000.0
1389,Ulvesund 405,"Ytterby - Ulvesund,          Kungälvs kommun",4 juni 2017,72.0,,3.0,681 ,2750000.0
1390,Lökebergsvägen 61,"Marstrand,          Kungälvs kommun",3 juni 2017,140.0,190.0,6.0,22 000 ,12000000.0
1391,Staby 760,"Kärna,          Kungälvs kommun",2 juni 2017,210.0,300.0,10.0,6 203 ,5500000.0
1392,Saltskärsvägen 6,"Tjuvkil,          Kungälvs kommun",2 juni 2017,46.0,,3.0,1 474 ,2150000.0
1393,Hallebäcksvägen 31,"Aröd/Timmervik,          Kungälvs kommun",2 juni 2017,75.0,93.0,3.0,1 470 ,2250000.0
1394,Klövergången 10,"KUNGÄLV,          Kungälvs kommun",2 juni 2017,120.0,130.0,4.0,407 ,3700000.0
1395,Grindenvägen 27,"Grinden,          Kungälvs kommun",1 juni 2017,165.0,230.0,7.0,925 ,5205000.0
1396,Duvesjön 465,"Romelanda-Duvesjön,          Kungälvs kommun",1 juni 2017,36.0,40.0,2.0,1 586 ,1150000.0
1397,Enskiftegatan 10,"Ytterby,          Kungälvs kommun",31 maj 2017,179.0,,6.0,768 ,4850000.0
1398,Duvesjön 212,"Duvesjön,          Kungälvs kommun",29 maj 2017,49.0,,2.0,1 442 ,1750000.0
1399,Rishammar 250,"Kareby,          Kungälvs kommun",28 maj 2017,104.0,194.0,6.0,1 215 ,3750000.0
1400,Dalvägen 17,"Ödsmåls mosse/Rörtången,          Kungälvs kommun",26 maj 2017,45.0,85.0,5.0,1 036 ,2395000.0
1401,Skrivarevägen 46,"Ytterby,          Kungälvs kommun",25 maj 2017,104.0,,4.0,176 ,3400000.0
1402,Fredkullagatan 21,"Centrum,          Kungälvs kommun",25 maj 2017,130.0,260.0,7.0,978 ,5710000.0
1403,Årsnäs 460,"Kode,          Kungälvs kommun",25 maj 2017,40.0,,3.0,2 393 ,2450000.0
1404,Husfrejagatan 6,"Iskällan,          Kungälvs kommun",19 maj 2017,152.0,204.0,6.0,938 ,5400000.0
1405,Matskärsvägen 70,"Tjuvkil,          Kungälvs kommun",17 maj 2017,86.0,,4.0,1 138 ,3470000.0
1406,Västerhöjdsvägen 24,"Kärna,          Kungälvs kommun",16 maj 2017,150.0,165.0,6.0,728 ,5300000.0
1407,Plogvägen 209,"Ullstorp,          Kungälvs kommun",15 maj 2017,122.0,,5.0,290 ,4800000.0
1408,Byvägen 63,"Ödsmålsmosse vid Rörtången,          Kungälvs kommun",14 maj 2017,104.0,,5.0,1 750 ,3300000.0
1409,Myrstigen 4,"Tjuvkil/Lökeberg,          Kungälvs kommun",12 maj 2017,56.0,,2.0,1 511 ,3240000.0
1410,"Västra Trädal 205, Villa Kobbskär","Kärna Kållstorp,          Kungälvs kommun",12 maj 2017,127.0,,5.0,1 236 ,4635000.0
1411,Stora Risby 360,"Bohuslän,          Kungälvs kommun",10 maj 2017,43.0,,3.0,1 264 ,1750000.0
1412,Fregattgatan 2,"Kungälv,          Kungälvs kommun",10 maj 2017,217.0,243.0,7.0,781 ,4650000.0
1413,Jakobsvägen 21-23,"Aröd,          Kungälvs kommun",8 maj 2017,95.0,160.0,5.0,2 963 ,4550000.0
1414,Östergårdsgatan 63,"Ytterby,          Kungälvs kommun",5 maj 2017,150.0,,6.0,1 556 ,5700000.0
1415,Stora Lycke 330,"Kungälv - Lycke,          Kungälvs kommun",5 maj 2017,220.0,,7.0,3 147 ,7000000.0
1416,Tolleröd 115,"Kode,          Kungälvs kommun",4 maj 2017,120.0,220.0,7.0,2 130 ,4295000.0
1417,Situlagatan 3,"YTTERBY,          Kungälvs kommun",2 maj 2017,154.0,170.0,6.0,795 ,5600000.0
1418,Kvarndalsvägen 40,"Lökeberg,          Kungälvs kommun",1 maj 2017,56.0,92.0,3.0,1 089 ,2650000.0
1419,Skäggstorp 180,"Kode,          Kungälvs kommun",29 april 2017,58.0,,2.0,1 353 ,2360000.0
1420,Knapegården 170,"Kode,          Kungälvs kommun",27 april 2017,62.0,,3.0,1 256 ,1840000.0
1421,Briljantvägen 21,"Kode,          Kungälvs kommun",27 april 2017,150.0,,6.0,498 ,4350000.0
1422,Bergkristallvägen 21,"Kode,          Kungälvs kommun",26 april 2017,127.0,137.0,6.0,531 ,4250000.0
1423,Mantalsgatan 29,"Ytterby,          Kungälvs kommun",26 april 2017,193.0,,6.0,882 ,5360000.0
1424,Vallhjonsgatan 14,"Marstrand - Koön,          Kungälvs kommun",25 april 2017,172.0,,6.0,630 ,8200000.0
1425,Bergkristallvägen 3,"Kode,          Kungälvs kommun",25 april 2017,125.0,134.0,4.0,527 ,4500000.0
1426,Tryggvasons gata 1,"Iskällan,          Kungälvs kommun",16 april 2017,135.0,175.0,7.0,785 ,6500000.0
1427,Snäckvägen 19,"Ödsmåls mosse/Rörtången,          Kungälvs kommun",16 april 2017,90.0,107.0,4.0,1 184 ,3600000.0
1428,Sjöhåla 440,"Sjöhåla Torsby,          Kungälvs kommun",10 april 2017,142.0,,4.0,1 243 ,4250000.0
1429,Fontinvägen 42,"Centrum,          Kungälvs kommun",7 april 2017,118.0,125.0,4.0,440 ,4600000.0
1430,Solberga 510,"Solberga-Kode,          Kungälvs kommun",7 april 2017,98.0,156.0,5.0,1 517 ,2990000.0
1431,Helgonagatan 175,"Munkegärde,          Kungälvs kommun",30 mars 2017,187.0,,7.0,721 ,5150000.0
1432,Gategården 257,"Bohuslän,          Kungälvs kommun",30 mars 2017,126.0,,5.0,776 ,4700000.0
1433,Skårby Station 395,"Kungälv - Kareby,          Kungälvs kommun",24 mars 2017,173.0,,7.0,1 922 ,5095000.0
1434,"Västra Trädal 215, Villa Solbacka","Kärna Kållstorp,          Kungälvs kommun",24 mars 2017,156.0,,8.0,1 234 ,4600000.0
1435,Västerhöjdsvägen 36,"Kärna,          Kungälvs kommun",17 mars 2017,107.0,,5.0,258 ,4050000.0
1436,Stenåldersgatan 12,"Ytterby Stället,          Kungälvs kommun",16 mars 2017,104.0,111.0,4.0,357 ,4000000.0
1437,Lievägen 224,"Ullstorp,          Kungälvs kommun",16 mars 2017,122.0,,5.0,304 ,4700000.0
1438,Hövdingagatan 4,"Centrum,          Kungälvs kommun",15 mars 2017,115.0,252.0,7.0,906 ,5325000.0
1439,Havregången 9,"Kungälv,          Kungälvs kommun",11 mars 2017,137.0,,6.0,402 ,3700000.0
1440,Hermansby 224,"Kärna,          Kungälvs kommun",8 mars 2017,178.0,,6.0,1 494 ,5750000.0
1441,Glose 380,"Kärna,          Kungälvs kommun",7 mars 2017,138.0,,5.0,1 119 ,2900000.0
1442,Dotorp 540,"Kärna,          Kungälvs kommun",4 mars 2017,85.0,,5.0,1 214 ,3700000.0
